"sampleDate","sampleID","siteID","siteName","covN1_nPMMoV_meanNr","covN1_nPMMoV_sdNr","covN2_nPMMoV_meanNr","covN2_nPMMoV_sdNr","nPPMoV_Ct_mean","qualityFlag","testB117","detectB117","fractionB117","fractionB117_stdev","test_delta","detect_delta","fraction_delta","fraction_delta_stdev","testC2811T","detectC2811T","fractionC2811T","fractionC2811T_stdev"
2021-09-05,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,2e-05,0.00016,6e-05,28.51,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-06,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,1e-05,1e-04,1e-05,27.343,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-07,NA,"Ottawa-1","Ottawa-ROPEC",5e-05,1e-05,0.00011,3e-05,27.733,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-08,NA,"Ottawa-1","Ottawa-ROPEC",3e-05,1e-05,4e-05,1e-05,27.187,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-09,NA,"Ottawa-1","Ottawa-ROPEC",0.00028,4e-05,0.00042,9e-05,27.213,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-10,NA,"Ottawa-1","Ottawa-ROPEC",0.00018,5e-05,0.00015,NA,26.897,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-11,NA,"Ottawa-1","Ottawa-ROPEC",0.00028,8e-05,3e-04,7e-05,27.423,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-12,NA,"Ottawa-1","Ottawa-ROPEC",0.00035,0.00012,0.00036,3e-05,27.6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-13,NA,"Ottawa-1","Ottawa-ROPEC",0.00019,4e-05,3e-04,7e-05,27.057,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-14,NA,"Ottawa-1","Ottawa-ROPEC",0.00058,1e-04,0.00056,4e-05,28.687,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-15,NA,"Ottawa-1","Ottawa-ROPEC",0.00015,3e-05,0.00012,3e-05,27.117,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-16,NA,"Ottawa-1","Ottawa-ROPEC",0.00014,4e-05,0.00013,3e-05,27.937,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-17,NA,"Ottawa-1","Ottawa-ROPEC",0.00027,6e-05,0.00022,4e-05,27.157,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-18,NA,"Ottawa-1","Ottawa-ROPEC",0.00022,2e-05,0.00037,1e-05,27.737,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-19,NA,"Ottawa-1","Ottawa-ROPEC",0.00028,2e-05,0.00021,5e-05,27.867,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-20,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,3e-05,6e-05,1e-05,27.983,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-21,NA,"Ottawa-1","Ottawa-ROPEC",0.00018,5e-05,0.00017,2e-05,26.693,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-22,NA,"Ottawa-1","Ottawa-ROPEC",0.00013,1e-05,0.00011,4e-05,28.827,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-23,NA,"Ottawa-1","Ottawa-ROPEC",0.00016,4e-05,0.00019,4e-05,27.733,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-24,NA,"Ottawa-1","Ottawa-ROPEC",9e-05,1e-05,7e-05,2e-05,27.657,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-25,NA,"Ottawa-1","Ottawa-ROPEC",0.00012,1e-05,7e-05,1e-05,27.417,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-26,NA,"Ottawa-1","Ottawa-ROPEC",0.00035,6e-05,0.00018,3e-05,27.94,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-27,NA,"Ottawa-1","Ottawa-ROPEC",1e-04,1e-05,0.00014,2e-05,27.083,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-28,NA,"Ottawa-1","Ottawa-ROPEC",8e-05,2e-05,4e-05,0,26.82,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-29,NA,"Ottawa-1","Ottawa-ROPEC",0.00028,4e-05,0.00026,5e-05,27.567,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-09-30,NA,"Ottawa-1","Ottawa-ROPEC",1e-04,3e-05,9e-05,3e-05,27.93,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-01,"o.10.01.21","Ottawa-1","Ottawa-ROPEC",6e-05,2e-05,7e-05,2e-05,26.29383407,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-02,"o.10.02.21","Ottawa-1","Ottawa-ROPEC",0.00011,3e-05,0.00011,2e-05,26.53002233,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-03,"o.10.03.21","Ottawa-1","Ottawa-ROPEC",7e-05,2e-05,8e-05,2e-05,26.36640081,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-04,"o.10.04.21","Ottawa-1","Ottawa-ROPEC",7e-05,2e-05,7e-05,0,27.08333333,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-05,"o.10.05.21","Ottawa-1","Ottawa-ROPEC",0.00022,4e-05,0.00018,6e-05,27.23187885,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-06,"o.10.06.21","Ottawa-1","Ottawa-ROPEC",4e-05,1e-05,0.00017,6e-05,27.19998157,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-07,"o.10.07.21","Ottawa-1","Ottawa-ROPEC",3e-04,8e-05,0.00025,4e-05,27.84284376,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-08,"o.10.08.21","Ottawa-1","Ottawa-ROPEC",0.00029,7e-05,0.00032,5e-05,27.22333333,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-09,"o.10.09.21","Ottawa-1","Ottawa-ROPEC",0.00026,4e-05,0.00035,6e-05,26.84666667,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-10,"o.10.10.21","Ottawa-1","Ottawa-ROPEC",2e-04,2e-05,0.00023,3e-05,25.94,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-11,"o.10.11.21","Ottawa-1","Ottawa-ROPEC",0.00027,6e-05,0.00024,8e-05,26.43,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-12,"o.10.12.21","Ottawa-1","Ottawa-ROPEC",4e-04,3e-05,0.00034,8e-05,27.4757744,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-13,"o.10.13.21","Ottawa-1","Ottawa-ROPEC",1e-04,1e-05,0.00014,2e-05,27.8364822,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-14,"o.10.14.21","Ottawa-1","Ottawa-ROPEC",0.00014,3e-05,8e-05,2e-05,28.20856739,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-15,"o.10.15.21","Ottawa-1","Ottawa-ROPEC",2e-04,2e-05,0.00019,2e-05,26.20990748,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-16,"o.10.16.21","Ottawa-1","Ottawa-ROPEC",1e-04,1e-05,0.00016,1e-05,26.27666667,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-17,"o.10.17.21","Ottawa-1","Ottawa-ROPEC",0.00022,4e-05,2e-04,2e-05,26.69761048,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-18,"o.10.18.21","Ottawa-1","Ottawa-ROPEC",2e-04,5e-05,0.00018,0,28.49037772,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-19,"o.10.19.21","Ottawa-1","Ottawa-ROPEC",0.00013,2e-05,0.00013,3e-05,28.65834318,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-20,"o.10.20.21","Ottawa-1","Ottawa-ROPEC",0.00024,7e-05,0.00029,6e-05,29.18407694,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-21,"o.10.21.21","Ottawa-1","Ottawa-ROPEC",0.00015,4e-05,0.00022,6e-05,28.71001449,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-22,"o.10.22.21","Ottawa-1","Ottawa-ROPEC",0.00025,4e-05,0.00028,1e-05,29.04564515,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-23,"o.10.23.21","Ottawa-1","Ottawa-ROPEC",4e-05,0,6e-05,2e-05,26.75595566,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-24,"o.10.24.21","Ottawa-1","Ottawa-ROPEC",0.00011,2e-05,0.00021,1e-05,28.10857402,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-25,"o.10.25.21","Ottawa-1","Ottawa-ROPEC",0.00012,1e-05,8e-05,1e-05,28.02030557,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-26,"o.10.26.21","Ottawa-1","Ottawa-ROPEC",0.00012,3e-05,0.00017,5e-05,28.42297731,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-27,"o.10.27.21","Ottawa-1","Ottawa-ROPEC",0.00088,0.00025,0.00064,0.00021,29.32884761,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-28,"o.10.28.21","Ottawa-1","Ottawa-ROPEC",0.00012,3e-05,9e-05,2e-05,29.23220472,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-29,"o.10.29.21","Ottawa-1","Ottawa-ROPEC",8e-05,3e-05,3e-05,0,27.65465415,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-30,"o.10.30.21","Ottawa-1","Ottawa-ROPEC",9e-05,1e-05,0.00015,4e-05,28.4816959,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-10-31,"o.10.31.21","Ottawa-1","Ottawa-ROPEC",0.00011,1e-05,0.00012,2e-05,28.1760211,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-01,"o.11.01.21","Ottawa-1","Ottawa-ROPEC",3e-05,0,5e-05,1e-05,28.32019018,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-02,"o.11.02.21","Ottawa-1","Ottawa-ROPEC",3e-05,1e-05,0.00012,3e-05,28.0390095,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-03,"o.11.03.21","Ottawa-1","Ottawa-ROPEC",5e-05,1e-05,0.00013,0,28.60886873,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-04,"o.11.04.21","Ottawa-1","Ottawa-ROPEC",7e-05,3e-05,4e-05,1e-05,28.8542338,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-05,"o.11.05.21","Ottawa-1","Ottawa-ROPEC",0.00017,0.00011,0.00022,3e-05,29.71166866,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-06,"o.11.06.21","Ottawa-1","Ottawa-ROPEC",0.00016,2e-05,8e-05,1e-05,29.34112102,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-07,"o.11.07.21","Ottawa-1","Ottawa-ROPEC",4e-05,4e-05,1e-05,0,29.41386206,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-08,"o.11.08.21","Ottawa-1","Ottawa-ROPEC",1e-04,3e-05,7e-05,2e-05,29.64462182,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-09,"o.11.09.21","Ottawa-1","Ottawa-ROPEC",3e-05,0,6e-05,1e-05,28.6401457,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-10,"o.11.10.21","Ottawa-1","Ottawa-ROPEC",0.00017,1e-05,0.00027,5e-05,28.82368712,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-11,"o.11.11.21","Ottawa-1","Ottawa-ROPEC",0.00018,6e-05,0.00016,1e-05,29.99588707,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-12,"o.11.12.21","Ottawa-1","Ottawa-ROPEC",4e-05,1e-05,4e-05,1e-05,27.20363696,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-13,"o.11.13.21","Ottawa-1","Ottawa-ROPEC",9e-05,1e-05,5e-05,2e-05,27.47834925,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-14,"o.11.14.21","Ottawa-1","Ottawa-ROPEC",3e-05,1e-05,2e-05,0,27.24947492,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-15,"o.11.15.21","Ottawa-1","Ottawa-ROPEC",4e-05,1e-05,3e-05,1e-05,26.86716135,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-16,"o.11.16.21","Ottawa-1","Ottawa-ROPEC",8e-05,1e-05,6e-05,2e-05,26.59020587,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-17,"o.11.17.21","Ottawa-1","Ottawa-ROPEC",7e-05,1e-05,6e-05,1e-05,27.32587742,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-18,"o.11.18.21","Ottawa-1","Ottawa-ROPEC",0.00017,4e-05,0.00017,4e-05,27.89121339,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-19,"o.11.19.21","Ottawa-1","Ottawa-ROPEC",8e-05,1e-05,9e-05,2e-05,27.2080507,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-20,"o.11.20.21","Ottawa-1","Ottawa-ROPEC",0.00013,4e-05,1e-04,2e-05,28.47970884,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-21,"o.11.21.21","Ottawa-1","Ottawa-ROPEC",2e-05,0,2e-05,0,27.65584693,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-22,"o.11.22.21","Ottawa-1","Ottawa-ROPEC",0.00011,3e-05,0.00013,2e-05,27.19437337,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-23,"o.11.23.21","Ottawa-1","Ottawa-ROPEC",0.00011,2e-05,1e-04,2e-05,27.51133355,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-24,"o.11.24.21","Ottawa-1","Ottawa-ROPEC",0.00014,2e-05,0.00011,1e-05,27.59474581,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-25,"o.11.25.21","Ottawa-1","Ottawa-ROPEC",6e-05,1e-05,7e-05,0,26.76380873,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-26,"o.11.26.21","Ottawa-1","Ottawa-ROPEC",5e-05,1e-05,3e-05,0,28.745194,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-27,"o.11.27.21","Ottawa-1","Ottawa-ROPEC",1e-04,2e-05,0.00013,2e-05,29.24358084,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-28,"o.11.28.21","Ottawa-1","Ottawa-ROPEC",0.00013,4e-05,0.00012,2e-05,29.07005153,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-29,"o.11.29.21","Ottawa-1","Ottawa-ROPEC",0.00012,2e-05,8e-05,2e-05,28.19966175,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-11-30,"o.11.30.21","Ottawa-1","Ottawa-ROPEC",0.00011,1e-05,0.00011,2e-05,27.51955263,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-01,"o.12.01.21","Ottawa-1","Ottawa-ROPEC",0.00016,1e-05,0.00013,3e-05,28.41393739,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-02,"o.12.02.21","Ottawa-1","Ottawa-ROPEC",6e-05,1e-05,6e-05,0,27.59666667,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-03,"o.12.03.21","Ottawa-1","Ottawa-ROPEC",9e-05,0,0.00011,1e-05,27.38666667,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.97466769,0.196308636,TRUE,FALSE,0,0
2021-12-04,"o.12.04.21","Ottawa-1","Ottawa-ROPEC",0.00014,2e-05,0.00012,1e-05,28.40195667,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,0,0
2021-12-05,"o.12.05.21","Ottawa-1","Ottawa-ROPEC",0.00014,0,1e-04,2e-05,27.38138428,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.901563183,0.218474001,TRUE,FALSE,0,0
2021-12-06,"o.12.06.21","Ottawa-1","Ottawa-ROPEC",0.00014,3e-05,0.00013,4e-05,27.25825051,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,0,0
2021-12-07,"o.12.07.21","Ottawa-1","Ottawa-ROPEC",1e-05,0,3e-05,0,27.04609057,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,1.107790656,0.265537868,TRUE,FALSE,0,0
2021-12-08,"o.12.08.21","Ottawa-1","Ottawa-ROPEC",9e-05,2e-05,6e-05,1e-05,27.14211767,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.751454881,0.070635872,TRUE,FALSE,0,0
2021-12-09,"o.12.09.21","Ottawa-1","Ottawa-ROPEC",2e-05,1e-05,6e-05,1e-05,27.7344492,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.798140962,0.238334846,TRUE,FALSE,0,0
2021-12-10,"o.12.10.21","Ottawa-1","Ottawa-ROPEC",0.00011,0,0.00015,2e-05,26.98019199,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.633104054,0.108713639,TRUE,FALSE,0,0
2021-12-11,"o.12.11.21","Ottawa-1","Ottawa-ROPEC",0.00013,2e-05,8e-05,1e-05,27.16843994,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.617926608,0.192533748,TRUE,TRUE,0.0561583592,0.0106233067
2021-12-12,"o.12.12.21","Ottawa-1","Ottawa-ROPEC",0.00026,2e-05,0.00022,6e-05,27.80107389,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.406054497,0.159165683,FALSE,FALSE,NA,NA
2021-12-13,"o.12.13.21","Ottawa-1","Ottawa-ROPEC",0.00011,2e-05,0.00012,3e-05,28.0009674,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.885231326,0.280285573,TRUE,TRUE,0.3321473421,0.2193679574
2021-12-14,"o.12.14.21","Ottawa-1","Ottawa-ROPEC",0.00014,3e-05,0.00013,1e-05,26.79666667,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.632193862,0.140947467,TRUE,TRUE,0.1027773979,0.0266161571
2021-12-15,"o.12.15.21","Ottawa-1","Ottawa-ROPEC",0.00012,2e-05,0.00026,3e-05,28.0469009,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.832343444,0.306006034,TRUE,TRUE,0.5471877199,0.1186324717
2021-12-16,"o.12.16.21","Ottawa-1","Ottawa-ROPEC",0.00026,3e-05,0.00031,6e-05,28.19150823,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.16396319,0.11685345,TRUE,TRUE,0.50517799,0.09554365
2021-12-17,"o.12.17.21","Ottawa-1","Ottawa-ROPEC",0.00032,4e-05,0.00033,8e-05,28.12666667,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.27797363,0.18925813,TRUE,TRUE,0.30964451,0.12332165
2021-12-18,"o.12.18.21","Ottawa-1","Ottawa-ROPEC",0.00039,5e-05,0.00045,2e-05,28.36666667,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.15023252,0.02453937,TRUE,TRUE,0.37698317,0.12624057
2021-12-19,"o.12.19.21","Ottawa-1","Ottawa-ROPEC",0.00046,7e-05,0.00043,2e-05,28.01333333,FALSE,FALSE,NA,NA,NA,TRUE,TRUE,0.1179058,0.01163091,TRUE,TRUE,0.45733919,0.13637668
2021-12-20,"o.12.20.21","Ottawa-1","Ottawa-ROPEC",0.00024,2e-05,0.00022,2e-05,27.52333333,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-21,"o.12.21.21","Ottawa-1","Ottawa-ROPEC",0.00026,1e-05,0.00052,0.00012,29.74,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-23,"o.12.23.21","Ottawa-1","Ottawa-ROPEC",0.00035,8e-05,0.00029,7e-05,29.13,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-24,"o.12.24.21","Ottawa-1","Ottawa-ROPEC",0.00055,9e-05,0.00042,0.00011,29.08666667,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-25,"o.12.25.21","Ottawa-1","Ottawa-ROPEC",0.00095,5e-05,0.00117,0.00021,29.51,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-26,"o.12.26.21","Ottawa-1","Ottawa-ROPEC",0.00076,1e-04,0.00108,0.00017,29.1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-27,"o.12.27.21","Ottawa-1","Ottawa-ROPEC",0.00093,9e-05,0.00101,5e-05,29.26333333,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-28,"o.12.28.21","Ottawa-1","Ottawa-ROPEC",0.00039,6e-05,3e-04,2e-05,27.6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-29,"o.12.29.21","Ottawa-1","Ottawa-ROPEC",0.00052,7e-05,0.00062,4e-05,27.85,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-30,"o.12.30.21","Ottawa-1","Ottawa-ROPEC",0.00069,6e-05,0.00079,0.00011,28.12,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021-12-31,"o.12.31.21","Ottawa-1","Ottawa-ROPEC",0.00012,2e-05,0.00014,2e-05,25.95333333,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-01,"o.01.01.22","Ottawa-1","Ottawa-ROPEC",0.00085,7e-05,0.00106,5e-05,28.16666667,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-02,"o.01.02.22","Ottawa-1","Ottawa-ROPEC",0.00062,0,0.00103,0.00015,28.17,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-03,"o.01.03.22","Ottawa-1","Ottawa-ROPEC",0.00087,0.00018,0.0011,0.00017,28.40666667,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-01-04,"covN1","Ottawa-1","Ottawa-ROPEC",0.00115,6e-05,0.00158,0.00017,29.55333333,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
